trip_id,bus_id,departure_time
BUS01_20260201_2020,BUS01,2026-02-01 20:20:00
BUS01_20260201_2040,BUS01,2026-02-01 20:40:00
BUS01_20260201_2100,BUS01,2026-02-01 21:00:00
BUS02_20260201_0600,BUS02,2026-02-01 06:00:00
BUS02_20260201_0620,BUS02,2026-02-01 06:20:00
BUS02_20260201_0640,BUS02,2026-02-01 06:40:00
BUS02_20260201_0700,BUS02,2026-02-01 07:00:00
BUS02_20260201_0720,BUS02,2026-02-01 07:20:00
BUS02_20260201_0740,BUS02,2026-02-01 07:40:00
BUS02_20260201_0800,BUS02,2026-02-01 08:00:00
BUS02_20260201_0820,BUS02,2026-02-01 08:20:00
BUS02_20260201_0840,BUS02,2026-02-01 08:40:00
BUS02_20260201_0900,BUS02,2026-02-01 09:00:00
BUS02_20260201_0920,BUS02,2026-02-01 09:20:00
BUS02_20260201_0940,BUS02,2026-02-01 09:40:00
BUS02_20260201_1000,BUS02,2026-02-01 10:00:00
BUS02_20260201_1020,BUS02,2026-02-01 10:20:00
BUS02_20260201_1040,BUS02,2026-02-01 10:40:00
BUS02_20260201_1100,BUS02,2026-02-01 11:00:00
BUS02_20260201_1120,BUS02,2026-02-01 11:20:00
BUS02_20260201_1140,BUS02,2026-02-01 11:40:00
BUS02_20260201_1200,BUS02,2026-02-01 12:00:00
BUS02_20260201_1220,BUS02,2026-02-01 12:20:00
BUS02_20260201_1240,BUS02,2026-02-01 12:40:00
BUS02_20260201_1300,BUS02,2026-02-01 13:00:00
BUS02_20260201_1320,BUS02,2026-02-01 13:20:00
BUS02_20260201_1340,BUS02,2026-02-01 13:40:00
BUS02_20260201_1400,BUS02,2026-02-01 14:00:00
BUS02_20260201_1420,BUS02,2026-02-01 14:20:00
BUS02_20260201_1440,BUS02,2026-02-01 14:40:00
BUS02_20260201_1500,BUS02,2026-02-01 15:00:00
BUS02_20260201_1520,BUS02,2026-02-01 15:20:00
BUS02_20260201_1540,BUS02,2026-02-01 15:40:00
BUS02_20260201_1600,BUS02,2026-02-01 16:00:00
BUS02_20260201_1620,BUS02,2026-02-01 16:20:00
BUS02_20260201_1640,BUS02,2026-02-01 16:40:00
BUS02_20260201_1700,BUS02,2026-02-01 17:00:00
BUS02_20260201_1720,BUS02,2026-02-01 17:20:00
BUS02_20260201_1740,BUS02,2026-02-01 17:40:00
BUS02_20260201_1800,BUS02,2026-02-01 18:00:00
BUS02_20260201_1820,BUS02,2026-02-01 18:20:00
BUS02_20260201_1840,BUS02,2026-02-01 18:40:00
BUS02_20260201_1900,BUS02,2026-02-01 19:00:00
BUS02_20260201_1920,BUS02,2026-02-01 19:20:00
BUS02_20260201_1940,BUS02,2026-02-01 19:40:00
BUS02_20260201_2000,BUS02,2026-02-01 20:00:00
BUS02_20260201_2020,BUS02,2026-02-01 20:20:00
BUS02_20260201_2040,BUS02,2026-02-01 20:40:00
BUS02_20260201_2100,BUS02,2026-02-01 21:00:00
BUS03_20260201_0600,BUS03,2026-02-01 06:00:00
BUS03_20260201_0620,BUS03,2026-02-01 06:20:00
BUS03_20260201_0640,BUS03,2026-02-01 06:40:00
BUS03_20260201_0700,BUS03,2026-02-01 07:00:00
BUS03_20260201_0720,BUS03,2026-02-01 07:20:00
BUS03_20260201_0740,BUS03,2026-02-01 07:40:00
BUS03_20260201_0800,BUS03,2026-02-01 08:00:00
BUS03_20260201_0820,BUS03,2026-02-01 08:20:00
BUS03_20260201_0840,BUS03,2026-02-01 08:40:00
BUS03_20260201_0900,BUS03,2026-02-01 09:00:00
BUS03_20260201_0920,BUS03,2026-02-01 09:20:00
BUS03_20260201_0940,BUS03,2026-02-01 09:40:00
BUS03_20260201_1000,BUS03,2026-02-01 10:00:00
BUS03_20260201_1020,BUS03,2026-02-01 10:20:00
BUS03_20260201_1040,BUS03,2026-02-01 10:40:00
BUS03_20260201_1100,BUS03,2026-02-01 11:00:00
BUS03_20260201_1120,BUS03,2026-02-01 11:20:00
BUS03_20260201_1140,BUS03,2026-02-01 11:40:00
BUS03_20260201_1200,BUS03,2026-02-01 12:00:00
BUS03_20260201_1220,BUS03,2026-02-01 12:20:00
BUS03_20260201_1240,BUS03,2026-02-01 12:40:00
BUS03_20260201_1300,BUS03,2026-02-01 13:00:00
BUS03_20260201_1320,BUS03,2026-02-01 13:20:00
BUS03_20260201_1340,BUS03,2026-02-01 13:40:00
BUS03_20260201_1400,BUS03,2026-02-01 14:00:00
BUS03_20260201_1420,BUS03,2026-02-01 14:20:00
BUS03_20260201_1440,BUS03,2026-02-01 14:40:00
BUS03_20260201_1500,BUS03,2026-02-01 15:00:00
BUS03_20260201_1520,BUS03,2026-02-01 15:20:00
BUS03_20260201_1540,BUS03,2026-02-01 15:40:00
BUS03_20260201_1600,BUS03,2026-02-01 16:00:00
BUS03_20260201_1620,BUS03,2026-02-01 16:20:00
BUS03_20260201_1640,BUS03,2026-02-01 16:40:00
BUS03_20260201_1700,BUS03,2026-02-01 17:00:00
BUS03_20260201_1720,BUS03,2026-02-01 17:20:00
BUS03_20260201_1740,BUS03,2026-02-01 17:40:00
BUS03_20260201_1800,BUS03,2026-02-01 18:00:00
BUS03_20260201_1820,BUS03,2026-02-01 18:20:00
BUS03_20260201_1840,BUS03,2026-02-01 18:40:00
BUS03_20260201_1900,BUS03,2026-02-01 19:00:00
BUS03_20260201_1920,BUS03,2026-02-01 19:20:00
BUS03_20260201_1940,BUS03,2026-02-01 19:40:00
BUS03_20260201_2000,BUS03,2026-02-01 20:00:00
BUS03_20260201_2020,BUS03,2026-02-01 20:20:00
BUS03_20260201_2040,BUS03,2026-02-01 20:40:00
BUS03_20260201_2100,BUS03,2026-02-01 21:00:00
BUS04_20260201_0600,BUS04,2026-02-01 06:00:00
BUS04_20260201_0620,BUS04,2026-02-01 06:20:00
BUS04_20260201_0640,BUS04,2026-02-01 06:40:00
BUS04_20260201_0700,BUS04,2026-02-01 07:00:00
BUS04_20260201_0720,BUS04,2026-02-01 07:20:00
BUS04_20260201_0740,BUS04,2026-02-01 07:40:00
BUS04_20260201_0800,BUS04,2026-02-01 08:00:00
BUS04_20260201_0820,BUS04,2026-02-01 08:20:00
BUS04_20260201_0840,BUS04,2026-02-01 08:40:00
BUS04_20260201_0900,BUS04,2026-02-01 09:00:00
BUS04_20260201_0920,BUS04,2026-02-01 09:20:00
BUS04_20260201_0940,BUS04,2026-02-01 09:40:00
BUS04_20260201_1000,BUS04,2026-02-01 10:00:00
BUS04_20260201_1020,BUS04,2026-02-01 10:20:00
BUS04_20260201_1040,BUS04,2026-02-01 10:40:00
BUS04_20260201_1100,BUS04,2026-02-01 11:00:00
BUS04_20260201_1120,BUS04,2026-02-01 11:20:00
BUS04_20260201_1140,BUS04,2026-02-01 11:40:00
BUS04_20260201_1200,BUS04,2026-02-01 12:00:00
BUS04_20260201_1220,BUS04,2026-02-01 12:20:00
BUS04_20260201_1240,BUS04,2026-02-01 12:40:00
BUS04_20260201_1300,BUS04,2026-02-01 13:00:00
BUS04_20260201_1320,BUS04,2026-02-01 13:20:00
BUS04_20260201_1340,BUS04,2026-02-01 13:40:00
BUS04_20260201_1400,BUS04,2026-02-01 14:00:00
BUS04_20260201_1420,BUS04,2026-02-01 14:20:00
BUS04_20260201_1440,BUS04,2026-02-01 14:40:00
BUS04_20260201_1500,BUS04,2026-02-01 15:00:00
BUS04_20260201_1520,BUS04,2026-02-01 15:20:00
BUS04_20260201_1540,BUS04,2026-02-01 15:40:00
BUS04_20260201_1600,BUS04,2026-02-01 16:00:00
BUS04_20260201_1620,BUS04,2026-02-01 16:20:00
BUS04_20260201_1640,BUS04,2026-02-01 16:40:00
BUS04_20260201_1700,BUS04,2026-02-01 17:00:00
BUS04_20260201_1720,BUS04,2026-02-01 17:20:00
BUS04_20260201_1740,BUS04,2026-02-01 17:40:00
BUS04_20260201_1800,BUS04,2026-02-01 18:00:00
BUS04_20260201_1820,BUS04,2026-02-01 18:20:00
BUS04_20260201_1840,BUS04,2026-02-01 18:40:00
BUS04_20260201_1900,BUS04,2026-02-01 19:00:00
BUS04_20260201_1920,BUS04,2026-02-01 19:20:00
BUS04_20260201_1940,BUS04,2026-02-01 19:40:00
BUS04_20260201_2000,BUS04,2026-02-01 20:00:00
BUS04_20260201_2020,BUS04,2026-02-01 20:20:00
BUS04_20260201_2040,BUS04,2026-02-01 20:40:00
BUS04_20260201_2100,BUS04,2026-02-01 21:00:00
BUS05_20260201_0600,BUS05,2026-02-01 06:00:00
BUS05_20260201_0620,BUS05,2026-02-01 06:20:00
BUS05_20260201_0640,BUS05,2026-02-01 06:40:00
BUS05_20260201_0700,BUS05,2026-02-01 07:00:00
BUS05_20260201_0720,BUS05,2026-02-01 07:20:00
BUS05_20260201_0740,BUS05,2026-02-01 07:40:00
BUS05_20260201_0800,BUS05,2026-02-01 08:00:00
BUS05_20260201_0820,BUS05,2026-02-01 08:20:00
BUS05_20260201_0840,BUS05,2026-02-01 08:40:00
BUS05_20260201_0900,BUS05,2026-02-01 09:00:00
BUS05_20260201_0920,BUS05,2026-02-01 09:20:00
BUS05_20260201_0940,BUS05,2026-02-01 09:40:00
BUS05_20260201_1000,BUS05,2026-02-01 10:00:00
BUS05_20260201_1020,BUS05,2026-02-01 10:20:00
BUS05_20260201_1040,BUS05,2026-02-01 10:40:00
BUS05_20260201_1100,BUS05,2026-02-01 11:00:00
BUS05_20260201_1120,BUS05,2026-02-01 11:20:00
BUS05_20260201_1140,BUS05,2026-02-01 11:40:00
BUS05_20260201_1200,BUS05,2026-02-01 12:00:00
BUS05_20260201_1220,BUS05,2026-02-01 12:20:00
BUS05_20260201_1240,BUS05,2026-02-01 12:40:00
BUS05_20260201_1300,BUS05,2026-02-01 13:00:00
BUS05_20260201_1320,BUS05,2026-02-01 13:20:00
BUS05_20260201_1340,BUS05,2026-02-01 13:40:00
BUS05_20260201_1400,BUS05,2026-02-01 14:00:00
BUS05_20260201_1420,BUS05,2026-02-01 14:20:00
BUS05_20260201_1440,BUS05,2026-02-01 14:40:00
BUS05_20260201_1500,BUS05,2026-02-01 15:00:00
BUS05_20260201_1520,BUS05,2026-02-01 15:20:00
BUS05_20260201_1540,BUS05,2026-02-01 15:40:00
BUS05_20260201_1600,BUS05,2026-02-01 16:00:00
BUS05_20260201_1620,BUS05,2026-02-01 16:20:00
BUS05_20260201_1640,BUS05,2026-02-01 16:40:00
BUS05_20260201_1700,BUS05,2026-02-01 17:00:00
BUS05_20260201_1720,BUS05,2026-02-01 17:20:00
BUS05_20260201_1740,BUS05,2026-02-01 17:40:00
BUS05_20260201_1800,BUS05,2026-02-01 18:00:00
BUS05_20260201_1820,BUS05,2026-02-01 18:20:00
BUS05_20260201_1840,BUS05,2026-02-01 18:40:00
BUS05_20260201_1900,BUS05,2026-02-01 19:00:00
BUS05_20260201_1920,BUS05,2026-02-01 19:20:00
BUS05_20260201_1940,BUS05,2026-02-01 19:40:00
BUS05_20260201_2000,BUS05,2026-02-01 20:00:00
BUS05_20260201_2020,BUS05,2026-02-01 20:20:00
BUS05_20260201_2040,BUS05,2026-02-01 20:40:00
BUS05_20260201_2100,BUS05,2026-02-01 21:00:00
BUS06_20260201_0600,BUS06,2026-02-01 06:00:00
BUS06_20260201_0620,BUS06,2026-02-01 06:20:00
BUS06_20260201_0640,BUS06,2026-02-01 06:40:00
BUS06_20260201_0700,BUS06,2026-02-01 07:00:00
BUS06_20260201_0720,BUS06,2026-02-01 07:20:00
BUS06_20260201_0740,BUS06,2026-02-01 07:40:00
BUS06_20260201_0800,BUS06,2026-02-01 08:00:00
BUS06_20260201_0820,BUS06,2026-02-01 08:20:00
BUS06_20260201_0840,BUS06,2026-02-01 08:40:00
BUS06_20260201_0900,BUS06,2026-02-01 09:00:00
BUS06_20260201_0920,BUS06,2026-02-01 09:20:00
BUS06_20260201_0940,BUS06,2026-02-01 09:40:00
BUS06_20260201_1000,BUS06,2026-02-01 10:00:00
BUS06_20260201_1020,BUS06,2026-02-01 10:20:00
BUS06_20260201_1040,BUS06,2026-02-01 10:40:00
BUS06_20260201_1100,BUS06,2026-02-01 11:00:00
BUS06_20260201_1120,BUS06,2026-02-01 11:20:00
BUS06_20260201_1140,BUS06,2026-02-01 11:40:00
BUS06_20260201_1200,BUS06,2026-02-01 12:00:00
BUS06_20260201_1220,BUS06,2026-02-01 12:20:00
BUS06_20260201_1240,BUS06,2026-02-01 12:40:00
BUS06_20260201_1300,BUS06,2026-02-01 13:00:00
BUS06_20260201_1320,BUS06,2026-02-01 13:20:00
BUS06_20260201_1340,BUS06,2026-02-01 13:40:00
BUS06_20260201_1400,BUS06,2026-02-01 14:00:00
BUS06_20260201_1420,BUS06,2026-02-01 14:20:00
BUS06_20260201_1440,BUS06,2026-02-01 14:40:00
BUS06_20260201_1500,BUS06,2026-02-01 15:00:00
BUS06_20260201_1520,BUS06,2026-02-01 15:20:00
BUS06_20260201_1540,BUS06,2026-02-01 15:40:00
BUS06_20260201_1600,BUS06,2026-02-01 16:00:00
BUS06_20260201_1620,BUS06,2026-02-01 16:20:00
BUS06_20260201_1640,BUS06,2026-02-01 16:40:00
BUS06_20260201_1700,BUS06,2026-02-01 17:00:00
BUS06_20260201_1720,BUS06,2026-02-01 17:20:00
BUS06_20260201_1740,BUS06,2026-02-01 17:40:00
BUS06_20260201_1800,BUS06,2026-02-01 18:00:00
BUS06_20260201_1820,BUS06,2026-02-01 18:20:00
BUS06_20260201_1840,BUS06,2026-02-01 18:40:00
BUS06_20260201_1900,BUS06,2026-02-01 19:00:00
BUS06_20260201_1920,BUS06,2026-02-01 19:20:00
BUS06_20260201_1940,BUS06,2026-02-01 19:40:00
BUS06_20260201_2000,BUS06,2026-02-01 20:00:00
BUS06_20260201_2020,BUS06,2026-02-01 20:20:00
BUS06_20260201_2040,BUS06,2026-02-01 20:40:00
BUS06_20260201_2100,BUS06,2026-02-01 21:00:00
BUS07_20260201_0600,BUS07,2026-02-01 06:00:00
BUS07_20260201_0620,BUS07,2026-02-01 06:20:00
BUS07_20260201_0640,BUS07,2026-02-01 06:40:00
BUS07_20260201_0700,BUS07,2026-02-01 07:00:00
BUS07_20260201_0720,BUS07,2026-02-01 07:20:00
BUS07_20260201_0740,BUS07,2026-02-01 07:40:00
BUS07_20260201_0800,BUS07,2026-02-01 08:00:00
BUS07_20260201_0820,BUS07,2026-02-01 08:20:00
BUS07_20260201_0840,BUS07,2026-02-01 08:40:00
BUS07_20260201_0900,BUS07,2026-02-01 09:00:00
BUS07_20260201_0920,BUS07,2026-02-01 09:20:00
BUS07_20260201_0940,BUS07,2026-02-01 09:40:00
BUS07_20260201_1000,BUS07,2026-02-01 10:00:00
BUS07_20260201_1020,BUS07,2026-02-01 10:20:00
BUS07_20260201_1040,BUS07,2026-02-01 10:40:00
BUS07_20260201_1100,BUS07,2026-02-01 11:00:00
BUS07_20260201_1120,BUS07,2026-02-01 11:20:00
BUS07_20260201_1140,BUS07,2026-02-01 11:40:00
BUS07_20260201_1200,BUS07,2026-02-01 12:00:00
BUS07_20260201_1220,BUS07,2026-02-01 12:20:00
BUS07_20260201_1240,BUS07,2026-02-01 12:40:00
BUS07_20260201_1300,BUS07,2026-02-01 13:00:00
BUS07_20260201_1320,BUS07,2026-02-01 13:20:00
BUS07_20260201_1340,BUS07,2026-02-01 13:40:00
BUS07_20260201_1400,BUS07,2026-02-01 14:00:00
BUS07_20260201_1420,BUS07,2026-02-01 14:20:00
BUS07_20260201_1440,BUS07,2026-02-01 14:40:00
BUS07_20260201_1500,BUS07,2026-02-01 15:00:00
BUS07_20260201_1520,BUS07,2026-02-01 15:20:00
BUS07_20260201_1540,BUS07,2026-02-01 15:40:00
BUS07_20260201_1600,BUS07,2026-02-01 16:00:00
BUS07_20260201_1620,BUS07,2026-02-01 16:20:00
BUS07_20260201_1640,BUS07,2026-02-01 16:40:00
BUS07_20260201_1700,BUS07,2026-02-01 17:00:00
BUS07_20260201_1720,BUS07,2026-02-01 17:20:00
BUS07_20260201_1740,BUS07,2026-02-01 17:40:00
BUS07_20260201_1800,BUS07,2026-02-01 18:00:00
BUS07_20260201_1820,BUS07,2026-02-01 18:20:00
BUS07_20260201_1840,BUS07,2026-02-01 18:40:00
BUS07_20260201_1900,BUS07,2026-02-01 19:00:00
BUS07_20260201_1920,BUS07,2026-02-01 19:20:00
BUS07_20260201_1940,BUS07,2026-02-01 19:40:00
BUS07_20260201_2000,BUS07,2026-02-01 20:00:00
BUS07_20260201_2020,BUS07,2026-02-01 20:20:00
BUS07_20260201_2040,BUS07,2026-02-01 20:40:00
BUS07_20260201_2100,BUS07,2026-02-01 21:00:00
BUS08_20260201_0600,BUS08,2026-02-01 06:00:00
BUS08_20260201_0620,BUS08,2026-02-01 06:20:00
BUS08_20260201_0640,BUS08,2026-02-01 06:40:00
BUS08_20260201_0700,BUS08,2026-02-01 07:00:00
BUS08_20260201_0720,BUS08,2026-02-01 07:20:00
BUS08_20260201_0740,BUS08,2026-02-01 07:40:00
BUS08_20260201_0800,BUS08,2026-02-01 08:00:00
BUS08_20260201_0820,BUS08,2026-02-01 08:20:00
BUS08_20260201_0840,BUS08,2026-02-01 08:40:00
BUS08_20260201_0900,BUS08,2026-02-01 09:00:00
BUS08_20260201_0920,BUS08,2026-02-01 09:20:00
BUS08_20260201_0940,BUS08,2026-02-01 09:40:00
BUS08_20260201_1000,BUS08,2026-02-01 10:00:00
BUS08_20260201_1020,BUS08,2026-02-01 10:20:00
BUS08_20260201_1040,BUS08,2026-02-01 10:40:00
BUS08_20260201_1100,BUS08,2026-02-01 11:00:00
BUS08_20260201_1120,BUS08,2026-02-01 11:20:00
BUS08_20260201_1140,BUS08,2026-02-01 11:40:00
BUS08_20260201_1200,BUS08,2026-02-01 12:00:00
BUS08_20260201_1220,BUS08,2026-02-01 12:20:00
BUS08_20260201_1240,BUS08,2026-02-01 12:40:00
BUS08_20260201_1300,BUS08,2026-02-01 13:00:00
BUS08_20260201_1320,BUS08,2026-02-01 13:20:00
BUS08_20260201_1340,BUS08,2026-02-01 13:40:00
BUS08_20260201_1400,BUS08,2026-02-01 14:00:00
BUS08_20260201_1420,BUS08,2026-02-01 14:20:00
BUS08_20260201_1440,BUS08,2026-02-01 14:40:00
BUS08_20260201_1500,BUS08,2026-02-01 15:00:00
BUS08_20260201_1520,BUS08,2026-02-01 15:20:00
BUS08_20260201_1540,BUS08,2026-02-01 15:40:00
BUS08_20260201_1600,BUS08,2026-02-01 16:00:00
BUS08_20260201_1620,BUS08,2026-02-01 16:20:00
BUS08_20260201_1640,BUS08,2026-02-01 16:40:00
BUS08_20260201_1700,BUS08,2026-02-01 17:00:00
BUS08_20260201_1720,BUS08,2026-02-01 17:20:00
BUS08_20260201_1740,BUS08,2026-02-01 17:40:00
BUS08_20260201_1800,BUS08,2026-02-01 18:00:00
BUS08_20260201_1820,BUS08,2026-02-01 18:20:00
BUS08_20260201_1840,BUS08,2026-02-01 18:40:00
BUS08_20260201_1900,BUS08,2026-02-01 19:00:00
BUS08_20260201_1920,BUS08,2026-02-01 19:20:00
BUS08_20260201_1940,BUS08,2026-02-01 19:40:00
BUS08_20260201_2000,BUS08,2026-02-01 20:00:00
BUS08_20260201_2020,BUS08,2026-02-01 20:20:00
BUS08_20260201_2040,BUS08,2026-02-01 20:40:00
BUS08_20260201_2100,BUS08,2026-02-01 21:00:00
BUS09_20260201_0600,BUS09,2026-02-01 06:00:00
BUS09_20260201_0620,BUS09,2026-02-01 06:20:00
BUS09_20260201_0640,BUS09,2026-02-01 06:40:00
BUS09_20260201_0700,BUS09,2026-02-01 07:00:00
BUS09_20260201_0720,BUS09,2026-02-01 07:20:00
BUS09_20260201_0740,BUS09,2026-02-01 07:40:00
BUS09_20260201_0800,BUS09,2026-02-01 08:00:00
BUS09_20260201_0820,BUS09,2026-02-01 08:20:00
BUS09_20260201_0840,BUS09,2026-02-01 08:40:00
BUS09_20260201_0900,BUS09,2026-02-01 09:00:00
BUS09_20260201_0920,BUS09,2026-02-01 09:20:00
BUS09_20260201_0940,BUS09,2026-02-01 09:40:00
BUS09_20260201_1000,BUS09,2026-02-01 10:00:00
BUS09_20260201_1020,BUS09,2026-02-01 10:20:00
BUS09_20260201_1040,BUS09,2026-02-01 10:40:00
BUS09_20260201_1100,BUS09,2026-02-01 11:00:00
BUS09_20260201_1120,BUS09,2026-02-01 11:20:00
BUS09_20260201_1140,BUS09,2026-02-01 11:40:00
BUS09_20260201_1200,BUS09,2026-02-01 12:00:00
BUS09_20260201_1220,BUS09,2026-02-01 12:20:00
BUS09_20260201_1240,BUS09,2026-02-01 12:40:00
BUS09_20260201_1300,BUS09,2026-02-01 13:00:00
BUS09_20260201_1320,BUS09,2026-02-01 13:20:00
BUS09_20260201_1340,BUS09,2026-02-01 13:40:00
BUS09_20260201_1400,BUS09,2026-02-01 14:00:00
BUS09_20260201_1420,BUS09,2026-02-01 14:20:00
BUS09_20260201_1440,BUS09,2026-02-01 14:40:00
BUS09_20260201_1500,BUS09,2026-02-01 15:00:00
BUS09_20260201_1520,BUS09,2026-02-01 15:20:00
BUS09_20260201_1540,BUS09,2026-02-01 15:40:00
BUS09_20260201_1600,BUS09,2026-02-01 16:00:00
BUS09_20260201_1620,BUS09,2026-02-01 16:20:00
BUS09_20260201_1640,BUS09,2026-02-01 16:40:00
BUS09_20260201_1700,BUS09,2026-02-01 17:00:00
BUS09_20260201_1720,BUS09,2026-02-01 17:20:00
BUS09_20260201_1740,BUS09,2026-02-01 17:40:00
BUS09_20260201_1800,BUS09,2026-02-01 18:00:00
BUS09_20260201_1820,BUS09,2026-02-01 18:20:00
BUS09_20260201_1840,BUS09,2026-02-01 18:40:00
BUS09_20260201_1900,BUS09,2026-02-01 19:00:00
BUS09_20260201_1920,BUS09,2026-02-01 19:20:00
BUS09_20260201_1940,BUS09,2026-02-01 19:40:00
BUS09_20260201_2000,BUS09,2026-02-01 20:00:00
BUS09_20260201_2020,BUS09,2026-02-01 20:20:00
BUS09_20260201_2040,BUS09,2026-02-01 20:40:00
BUS09_20260201_2100,BUS09,2026-02-01 21:00:00
BUS10_20260201_0600,BUS10,2026-02-01 06:00:00
BUS10_20260201_0620,BUS10,2026-02-01 06:20:00
BUS10_20260201_0640,BUS10,2026-02-01 06:40:00
BUS10_20260201_0700,BUS10,2026-02-01 07:00:00
BUS10_20260201_0720,BUS10,2026-02-01 07:20:00
BUS10_20260201_0740,BUS10,2026-02-01 07:40:00
BUS10_20260201_0800,BUS10,2026-02-01 08:00:00
BUS10_20260201_0820,BUS10,2026-02-01 08:20:00
BUS10_20260201_0840,BUS10,2026-02-01 08:40:00
BUS10_20260201_0900,BUS10,2026-02-01 09:00:00
BUS10_20260201_0920,BUS10,2026-02-01 09:20:00
BUS10_20260201_0940,BUS10,2026-02-01 09:40:00
BUS10_20260201_1000,BUS10,2026-02-01 10:00:00
BUS10_20260201_1020,BUS10,2026-02-01 10:20:00
BUS10_20260201_1040,BUS10,2026-02-01 10:40:00
BUS10_20260201_1100,BUS10,2026-02-01 11:00:00
BUS10_20260201_1120,BUS10,2026-02-01 11:20:00
BUS10_20260201_1140,BUS10,2026-02-01 11:40:00
BUS10_20260201_1200,BUS10,2026-02-01 12:00:00
BUS10_20260201_1220,BUS10,2026-02-01 12:20:00
BUS10_20260201_1240,BUS10,2026-02-01 12:40:00
BUS10_20260201_1300,BUS10,2026-02-01 13:00:00
BUS10_20260201_1320,BUS10,2026-02-01 13:20:00
BUS10_20260201_1340,BUS10,2026-02-01 13:40:00
BUS10_20260201_1400,BUS10,2026-02-01 14:00:00
BUS10_20260201_1420,BUS10,2026-02-01 14:20:00
BUS10_20260201_1440,BUS10,2026-02-01 14:40:00
BUS10_20260201_1500,BUS10,2026-02-01 15:00:00
BUS10_20260201_1520,BUS10,2026-02-01 15:20:00
BUS10_20260201_1540,BUS10,2026-02-01 15:40:00
BUS10_20260201_1600,BUS10,2026-02-01 16:00:00
BUS10_20260201_1620,BUS10,2026-02-01 16:20:00
BUS10_20260201_1640,BUS10,2026-02-01 16:40:00
BUS10_20260201_1700,BUS10,2026-02-01 17:00:00
BUS10_20260201_1720,BUS10,2026-02-01 17:20:00
BUS10_20260201_1740,BUS10,2026-02-01 17:40:00
BUS10_20260201_1800,BUS10,2026-02-01 18:00:00
BUS10_20260201_1820,BUS10,2026-02-01 18:20:00
BUS10_20260201_1840,BUS10,2026-02-01 18:40:00
BUS10_20260201_1900,BUS10,2026-02-01 19:00:00
BUS10_20260201_1920,BUS10,2026-02-01 19:20:00
BUS10_20260201_1940,BUS10,2026-02-01 19:40:00
BUS10_20260201_2000,BUS10,2026-02-01 20:00:00
BUS10_20260201_2020,BUS10,2026-02-01 20:20:00
BUS10_20260201_2040,BUS10,2026-02-01 20:40:00
BUS10_20260201_2100,BUS10,2026-02-01 21:00:00
BUS01_20260202_0600,BUS01,2026-02-02 06:00:00
BUS01_20260202_0620,BUS01,2026-02-02 06:20:00
BUS01_20260202_0640,BUS01,2026-02-02 06:40:00
BUS01_20260202_0700,BUS01,2026-02-02 07:00:00
BUS01_20260202_0720,BUS01,2026-02-02 07:20:00
