timestamp,trip_id,bus_id,stop_id,boarded,alighted,occupancy,dwell_min,hour,is_peak,travel_min_to_next
2026-02-01 08:13:00,BUS01_20260201_0800,BUS01,S4,17,5,48,1.5485940098332485,8,1,6.705929074524933
2026-02-01 08:17:00,BUS01_20260201_0800,BUS01,S5,21,9,60,2.5636640553119414,8,1,6.458026320953735
2026-02-01 08:21:00,BUS01_20260201_0800,BUS01,S6,24,17,67,2.912645944207645,8,1,7.988348831186633
2026-02-01 08:25:00,BUS01_20260201_0800,BUS01,S7,22,22,67,3.2639049379524363,8,1,7.532265544148691
2026-02-01 08:27:00,BUS01_20260201_0800,BUS01,S8,22,11,78,2.9587767623607206,8,1,8.566965241710799
2026-02-01 08:29:00,BUS01_20260201_0800,BUS01,S9,25,23,80,3.157592702281727,8,1,8.602929502191692
2026-02-01 08:31:00,BUS01_20260201_0800,BUS01,S10,27,24,83,3.454177313340021,8,1,5.888757438564342
2026-02-01 08:36:00,BUS01_20260201_0800,BUS01,S11,27,15,95,2.005155109258518,8,1,5.875144800598163
2026-02-01 08:41:00,BUS01_20260201_0800,BUS01,S12,27,28,94,2.588213346426842,8,1,7.85180878377939
2026-02-01 08:20:00,BUS01_20260201_0820,BUS01,S1,13,0,13,2.582031773217335,8,1,5.164536440902537
2026-02-01 08:23:00,BUS01_20260201_0820,BUS01,S2,14,4,23,2.031601754279459,8,1,7.955806429652391
2026-02-01 08:27:00,BUS01_20260201_0820,BUS01,S3,17,4,36,1.961471715837254,8,1,6.119009150035639
2026-02-01 08:31:00,BUS01_20260201_0820,BUS01,S4,17,8,45,2.378162082546067,8,1,7.318054930217765
2026-02-01 08:33:00,BUS01_20260201_0820,BUS01,S5,21,9,57,3.3744973237706453,8,1,7.237140927440439
2026-02-01 08:36:00,BUS01_20260201_0820,BUS01,S6,24,14,67,2.8457893782058536,8,1,7.775732523278672
2026-02-01 08:39:00,BUS01_20260201_0820,BUS01,S7,22,20,69,3.177703652637645,8,1,8.201321080677033
2026-02-01 08:42:00,BUS01_20260201_0820,BUS01,S8,22,9,82,2.2721228739524553,8,1,8.51643474674221
2026-02-01 08:47:00,BUS01_20260201_0820,BUS01,S9,25,11,96,3.3629181371789163,8,1,7.564937951235261
2026-02-01 08:49:00,BUS01_20260201_0820,BUS01,S10,27,30,93,2.5615541094178065,8,1,9.467752692673848
2026-02-01 08:51:00,BUS01_20260201_0820,BUS01,S11,27,14,106,1.66850906101799,8,1,7.502952888631086
2026-02-01 08:56:00,BUS01_20260201_0820,BUS01,S12,27,22,111,4.050718349158323,8,1,7.685995867894864
2026-02-01 08:40:00,BUS01_20260201_0840,BUS01,S1,13,0,13,1.9379441667725021,8,1,6.114337971650733
2026-02-01 08:44:00,BUS01_20260201_0840,BUS01,S2,14,4,23,3.1002940921914393,8,1,7.389530638729527
2026-02-01 08:46:00,BUS01_20260201_0840,BUS01,S3,17,7,33,2.5404185210356385,8,1,6.18549046955309
2026-02-01 08:50:00,BUS01_20260201_0840,BUS01,S4,17,7,43,2.4353422214813403,8,1,8.382344475623412
2026-02-01 08:52:00,BUS01_20260201_0840,BUS01,S5,21,10,54,1.7929078566041188,8,1,6.588735850483509
2026-02-01 08:56:00,BUS01_20260201_0840,BUS01,S6,24,15,63,3.0744223858489734,8,1,7.537674955695472
2026-02-01 08:58:00,BUS01_20260201_0840,BUS01,S7,22,10,75,3.9056379168598596,8,1,5.78654873100181
2026-02-01 09:02:00,BUS01_20260201_0840,BUS01,S8,24,11,88,3.180849952640798,9,1,3.7601230537157537
2026-02-01 09:04:00,BUS01_20260201_0840,BUS01,S9,25,22,91,3.9514486335343877,9,1,7.205546460397402
2026-02-01 09:08:00,BUS01_20260201_0840,BUS01,S10,27,17,101,3.645606044541972,9,1,6.895900908750242
2026-02-01 09:12:00,BUS01_20260201_0840,BUS01,S11,24,34,91,3.1079176254902268,9,1,7.490859160899348
2026-02-01 09:15:00,BUS01_20260201_0840,BUS01,S12,29,25,95,2.1177012153304493,9,1,9.068245643165088
2026-02-01 09:00:00,BUS01_20260201_0900,BUS01,S1,13,0,13,1.250376002834105,9,1,9.763484731675053
2026-02-01 09:04:00,BUS01_20260201_0900,BUS01,S2,16,4,25,2.1904331598791846,9,1,6.016025966353895
2026-02-01 09:09:00,BUS01_20260201_0900,BUS01,S3,16,6,35,2.8309962330473804,9,1,6.291604352302675
2026-02-01 09:11:00,BUS01_20260201_0900,BUS01,S4,17,11,41,2.3419512115476055,9,1,6.338362034755514
2026-02-01 09:15:00,BUS01_20260201_0900,BUS01,S5,18,7,52,2.994914272754839,9,1,6.044877805789079
2026-02-01 09:20:00,BUS01_20260201_0900,BUS01,S6,21,6,67,1.9692557322649726,9,1,7.2573359914896045
2026-02-01 09:22:00,BUS01_20260201_0900,BUS01,S7,20,8,79,3.0208752900162104,9,1,6.5555655097269
2026-02-01 09:24:00,BUS01_20260201_0900,BUS01,S8,24,11,92,2.7152817854990325,9,1,4.828194525994736
2026-02-01 09:28:00,BUS01_20260201_0900,BUS01,S9,25,17,100,2.775102857245866,9,1,5.229998483153115
2026-02-01 09:32:00,BUS01_20260201_0900,BUS01,S10,27,21,106,3.3741372960326936,9,1,8.630409644349491
2026-02-01 09:37:00,BUS01_20260201_0900,BUS01,S11,24,14,116,1.6383397275550136,9,1,8.605123697457909
2026-02-01 09:39:00,BUS01_20260201_0900,BUS01,S12,29,17,128,2.7614721883278515,9,1,4.816224892928519
2026-02-01 09:20:00,BUS01_20260201_0920,BUS01,S1,13,0,13,3.3498715655984475,9,1,8.222078983789999
2026-02-01 09:24:00,BUS01_20260201_0920,BUS01,S2,16,4,25,2.28056084879474,9,1,6.753825835299139
2026-02-01 09:26:00,BUS01_20260201_0920,BUS01,S3,16,9,32,3.0228933511381832,9,1,3.785444993986429
2026-02-01 09:29:00,BUS01_20260201_0920,BUS01,S4,17,6,43,1.8415100408235534,9,1,9.78713473367414
2026-02-01 09:31:00,BUS01_20260201_0920,BUS01,S5,18,12,49,1.8377548595595763,9,1,9.636019503058908
2026-02-01 09:33:00,BUS01_20260201_0920,BUS01,S6,21,15,55,2.7386014270996486,9,1,3.8533501320531327
2026-02-01 09:36:00,BUS01_20260201_0920,BUS01,S7,20,13,62,2.2623965073438277,9,1,8.32419330290801
2026-02-01 09:39:00,BUS01_20260201_0920,BUS01,S8,24,7,79,2.98655216148153,9,1,6.906995159483573
2026-02-01 09:41:00,BUS01_20260201_0920,BUS01,S9,25,17,87,3.4034977946547866,9,1,6.717096686335695
2026-02-01 09:43:00,BUS01_20260201_0920,BUS01,S10,27,16,98,4.132296110183088,9,1,6.907927007411559
2026-02-01 09:47:00,BUS01_20260201_0920,BUS01,S11,24,30,92,2.832711186620542,9,1,7.134039133670889
2026-02-01 09:52:00,BUS01_20260201_0920,BUS01,S12,29,11,110,3.7870467878551772,9,1,6.473540118586021
2026-02-01 09:40:00,BUS01_20260201_0940,BUS01,S1,13,0,13,2.161227663063091,9,1,5.7530387706198205
2026-02-01 09:42:00,BUS01_20260201_0940,BUS01,S2,16,2,27,2.1001442802991708,9,1,4.847931101068502
2026-02-01 09:44:00,BUS01_20260201_0940,BUS01,S3,16,5,38,1.934457279929107,9,1,8.705647854773929
2026-02-01 09:46:00,BUS01_20260201_0940,BUS01,S4,17,13,42,2.465724370467705,9,1,8.254802474354607
2026-02-01 09:50:00,BUS01_20260201_0940,BUS01,S5,18,5,55,2.1113515219289614,9,1,6.451593300316001
2026-02-01 09:52:00,BUS01_20260201_0940,BUS01,S6,21,9,67,2.6181052198585077,9,1,6.320627946723873
2026-02-01 09:57:00,BUS01_20260201_0940,BUS01,S7,20,19,68,2.7131288003193204,9,1,9.040066759188242
2026-02-01 10:00:00,BUS01_20260201_0940,BUS01,S8,11,20,59,0.7217756402179216,10,0,3.9395630363225047
2026-02-01 10:05:00,BUS01_20260201_0940,BUS01,S9,11,9,61,1.3128953607332123,10,0,3.319133660490632
2026-02-01 10:07:00,BUS01_20260201_0940,BUS01,S10,13,9,65,2.530200312635586,10,0,5.301787909231273
2026-02-01 10:10:00,BUS01_20260201_0940,BUS01,S11,11,22,54,1.878411500094768,10,0,3.954896999114229
2026-02-01 10:13:00,BUS01_20260201_0940,BUS01,S12,12,19,47,2.3674719636813513,10,0,5.3578526074036095
2026-02-01 10:00:00,BUS01_20260201_1000,BUS01,S1,5,0,5,0.8755899180371832,10,0,5.216239598351795
2026-02-01 10:05:00,BUS01_20260201_1000,BUS01,S2,5,1,9,1.3561702756142484,10,0,5.958417995086672
2026-02-01 10:09:00,BUS01_20260201_1000,BUS01,S3,7,3,13,0.7857694081944295,10,0,4.598215084257501
2026-02-01 10:13:00,BUS01_20260201_1000,BUS01,S4,7,4,16,2.2142318729227775,10,0,4.827194032108111
2026-02-01 10:17:00,BUS01_20260201_1000,BUS01,S5,10,3,23,2.459593827557229,10,0,3.746185745464571
2026-02-01 10:19:00,BUS01_20260201_1000,BUS01,S6,11,3,31,1.6932707929073387,10,0,4.871337077907554
2026-02-01 10:21:00,BUS01_20260201_1000,BUS01,S7,9,9,31,0.6245266405093364,10,0,3.167384400539756
2026-02-01 10:26:00,BUS01_20260201_1000,BUS01,S8,11,11,31,3.1846270884920562,10,0,4.852011542985062
2026-02-01 10:30:00,BUS01_20260201_1000,BUS01,S9,11,4,38,2.344836676180449,10,0,6.173953496792807
2026-02-01 10:33:00,BUS01_20260201_1000,BUS01,S10,13,11,40,2.3562597993075762,10,0,2.882874738707281
2026-02-01 10:38:00,BUS01_20260201_1000,BUS01,S11,11,9,42,2.38082362978522,10,0,4.2241257289168725
2026-02-01 10:40:00,BUS01_20260201_1000,BUS01,S12,12,9,45,2.1543761643702277,10,0,3.077997823171815
2026-02-01 10:20:00,BUS01_20260201_1020,BUS01,S1,5,0,5,1.1942199601231838,10,0,2.37341042530772
2026-02-01 10:24:00,BUS01_20260201_1020,BUS01,S2,5,1,9,0.8173584986651079,10,0,2.652008477130434
2026-02-01 10:27:00,BUS01_20260201_1020,BUS01,S3,7,3,13,2.1376677388550753,10,0,3.0806255594216556
2026-02-01 10:30:00,BUS01_20260201_1020,BUS01,S4,7,3,17,1.2798677129334515,10,0,4.375819816028475
2026-02-01 10:33:00,BUS01_20260201_1020,BUS01,S5,10,2,25,1.1468019119606347,10,0,3.1945438807855853
2026-02-01 10:36:00,BUS01_20260201_1020,BUS01,S6,11,9,27,1.6240653501436755,10,0,5.479968361656163
2026-02-01 10:40:00,BUS01_20260201_1020,BUS01,S7,9,9,27,1.619992623991077,10,0,2.6307047162154378
2026-02-01 10:44:00,BUS01_20260201_1020,BUS01,S8,11,8,30,2.0922066729738527,10,0,2.2102605722601667
2026-02-01 10:48:00,BUS01_20260201_1020,BUS01,S9,11,10,31,2.0305833873933885,10,0,3.449740798338511
2026-02-01 10:53:00,BUS01_20260201_1020,BUS01,S10,13,7,37,2.36876332343018,10,0,3.0788106223236125
2026-02-01 10:56:00,BUS01_20260201_1020,BUS01,S11,11,4,44,1.2190955100454026,10,0,4.748968692035068
2026-02-01 10:59:00,BUS01_20260201_1020,BUS01,S12,12,6,50,2.4689340033401237,10,0,2.032228107723892
2026-02-01 10:40:00,BUS01_20260201_1040,BUS01,S1,5,0,5,1.5242898352083871,10,0,6.038705558749345
2026-02-01 10:45:00,BUS01_20260201_1040,BUS01,S2,5,1,9,1.56825205109144,10,0,3.433819633115722
2026-02-01 10:47:00,BUS01_20260201_1040,BUS01,S3,7,2,14,2.187366363433058,10,0,2.5507056809306143
2026-02-01 10:49:00,BUS01_20260201_1040,BUS01,S4,7,3,18,1.3589194906336197,10,0,5.94097283748769
2026-02-01 10:54:00,BUS01_20260201_1040,BUS01,S5,10,2,26,2.0418999653531724,10,0,5.879660697842249
2026-02-01 10:58:00,BUS01_20260201_1040,BUS01,S6,11,5,32,2.233895180383711,10,0,2.367795850780877
2026-02-01 11:01:00,BUS01_20260201_1040,BUS01,S7,9,9,32,0.5,11,0,4.6895322789548395
2026-02-01 11:03:00,BUS01_20260201_1040,BUS01,S8,10,10,32,1.3589162480702064,11,0,4.612037299390994
2026-02-01 11:07:00,BUS01_20260201_1040,BUS01,S9,11,5,38,2.2344667112068843,11,0,5.258780631196339
2026-02-01 11:09:00,BUS01_20260201_1040,BUS01,S10,11,11,38,1.8147603395144174,11,0,6.057297866116463
2026-02-01 11:14:00,BUS01_20260201_1040,BUS01,S11,12,8,42,1.102421655234696,11,0,5.560920525490629
2026-02-01 11:18:00,BUS01_20260201_1040,BUS01,S12,10,10,42,1.5665586475156346,11,0,4.191209465743312
2026-02-01 11:00:00,BUS01_20260201_1100,BUS01,S1,4,0,4,1.7607389987057287,11,0,2.3275234558981786
2026-02-01 11:04:00,BUS01_20260201_1100,BUS01,S2,8,1,11,1.748300761250499,11,0,3.308100198213532
2026-02-01 11:09:00,BUS01_20260201_1100,BUS01,S3,8,3,16,1.195627693898237,11,0,6.048278321440999
2026-02-01 11:13:00,BUS01_20260201_1100,BUS01,S4,8,3,21,1.4623750638352082,11,0,3.856910248926447
2026-02-01 11:18:00,BUS01_20260201_1100,BUS01,S5,9,5,25,0.9047070213713863,11,0,2.5427899192511365
2026-02-01 11:22:00,BUS01_20260201_1100,BUS01,S6,9,3,31,1.2653590609551117,11,0,5.502500310357542
2026-02-01 11:26:00,BUS01_20260201_1100,BUS01,S7,9,6,34,1.35088672262484,11,0,2.578052238755395
2026-02-01 11:29:00,BUS01_20260201_1100,BUS01,S8,10,4,40,2.617875009185894,11,0,3.1807277843803874
2026-02-01 11:32:00,BUS01_20260201_1100,BUS01,S9,11,13,38,2.60239668267121,11,0,2.1948738991857226
2026-02-01 11:35:00,BUS01_20260201_1100,BUS01,S10,11,12,37,2.2906191625183876,11,0,3.568567633935012
2026-02-01 11:38:00,BUS01_20260201_1100,BUS01,S11,12,12,37,2.24650456532604,11,0,5.798325415749344
2026-02-01 11:41:00,BUS01_20260201_1100,BUS01,S12,10,4,43,1.0089958203741576,11,0,3.87476177308366
2026-02-01 11:20:00,BUS01_20260201_1120,BUS01,S1,4,0,4,0.5,11,0,3.4061129928430307
2026-02-01 11:24:00,BUS01_20260201_1120,BUS01,S2,8,1,11,2.104492471694005,11,0,4.230945237497705
2026-02-01 11:29:00,BUS01_20260201_1120,BUS01,S3,8,2,17,0.6076638825959637,11,0,2.143020349082029
2026-02-01 11:34:00,BUS01_20260201_1120,BUS01,S4,8,6,19,1.689624490025567,11,0,5.942482819390795
2026-02-01 11:38:00,BUS01_20260201_1120,BUS01,S5,9,6,22,1.0770422080110014,11,0,2.0689699084326576
2026-02-01 11:43:00,BUS01_20260201_1120,BUS01,S6,9,6,25,1.8898357033798108,11,0,3.746672180836034
2026-02-01 11:45:00,BUS01_20260201_1120,BUS01,S7,9,6,28,1.734482112096901,11,0,3.0501680959084068
2026-02-01 11:48:00,BUS01_20260201_1120,BUS01,S8,10,6,32,2.064468664085598,11,0,6.809217236432279
2026-02-01 11:51:00,BUS01_20260201_1120,BUS01,S9,11,6,37,1.2869036344192382,11,0,3.0405619961585977
2026-02-01 11:56:00,BUS01_20260201_1120,BUS01,S10,11,9,39,1.7453868365610987,11,0,4.629433970451479
2026-02-01 11:59:00,BUS01_20260201_1120,BUS01,S11,12,4,47,1.436558417201475,11,0,4.024730903505156
2026-02-01 12:03:00,BUS01_20260201_1120,BUS01,S12,13,10,50,2.1369555102962905,12,0,4.886125396039369
2026-02-01 11:40:00,BUS01_20260201_1140,BUS01,S1,4,0,4,1.792867318713996,11,0,3.3589481386631674
2026-02-01 11:44:00,BUS01_20260201_1140,BUS01,S2,8,1,11,2.3486385909784344,11,0,2.626446426101351
2026-02-01 11:49:00,BUS01_20260201_1140,BUS01,S3,8,1,18,0.5348247231048602,11,0,2.489225883064367
2026-02-01 11:53:00,BUS01_20260201_1140,BUS01,S4,8,4,22,2.160744084935849,11,0,5.978623917127454
2026-02-01 11:57:00,BUS01_20260201_1140,BUS01,S5,9,2,29,2.5721908426019158,11,0,6.298295976367476
2026-02-01 11:59:00,BUS01_20260201_1140,BUS01,S6,9,7,31,0.5,11,0,3.2605720967670044
2026-02-01 12:02:00,BUS01_20260201_1140,BUS01,S7,8,6,33,1.285213504157916,12,0,2.390049783438321
2026-02-01 12:04:00,BUS01_20260201_1140,BUS01,S8,11,5,39,1.3630018141841396,12,0,4.619704167754721
2026-02-01 12:06:00,BUS01_20260201_1140,BUS01,S9,10,8,41,1.5432282065614564,12,0,4.917801792370074
2026-02-01 12:08:00,BUS01_20260201_1140,BUS01,S10,14,13,42,2.7349112334614363,12,0,5.1440290772974935
2026-02-01 12:12:00,BUS01_20260201_1140,BUS01,S11,13,11,44,1.207253523387304,12,0,5.677487879787867
2026-02-01 12:17:00,BUS01_20260201_1140,BUS01,S12,13,12,45,1.3740552899863192,12,0,3.0982456801582767
2026-02-01 12:00:00,BUS01_20260201_1200,BUS01,S1,6,0,6,1.0040430857554297,12,0,4.776524309800311
2026-02-01 12:03:00,BUS01_20260201_1200,BUS01,S2,7,1,12,2.7011196505950936,12,0,2.5868048508624186
2026-02-01 12:07:00,BUS01_20260201_1200,BUS01,S3,10,2,20,1.2968347862292298,12,0,2.9159111160832407
2026-02-01 12:12:00,BUS01_20260201_1200,BUS01,S4,6,4,22,1.3935211325603658,12,0,4.86730292997908
2026-02-01 12:14:00,BUS01_20260201_1200,BUS01,S5,10,2,30,1.1841821001460273,12,0,4.3430988058180855
2026-02-01 12:18:00,BUS01_20260201_1200,BUS01,S6,8,5,33,1.6052801448606893,12,0,5.324454445940131
2026-02-01 12:22:00,BUS01_20260201_1200,BUS01,S7,8,11,30,1.467878792553869,12,0,4.492237936504397
2026-02-01 12:26:00,BUS01_20260201_1200,BUS01,S8,11,8,33,1.6917286152179793,12,0,4.98962842419902
2026-02-01 12:30:00,BUS01_20260201_1200,BUS01,S9,10,6,37,1.2079854769092284,12,0,5.177922136158512
2026-02-01 12:34:00,BUS01_20260201_1200,BUS01,S10,14,12,39,2.41260251443203,12,0,6.1117953536167615
2026-02-01 12:37:00,BUS01_20260201_1200,BUS01,S11,13,12,40,2.9496831738653952,12,0,5.362206498822552
2026-02-01 12:40:00,BUS01_20260201_1200,BUS01,S12,13,10,43,0.9909447919660805,12,0,4.966641952117413
2026-02-01 12:20:00,BUS01_20260201_1220,BUS01,S1,6,0,6,1.015298672608403,12,0,5.568372979051771
2026-02-01 12:25:00,BUS01_20260201_1220,BUS01,S2,7,1,12,1.825056619815216,12,0,4.493797026491492
2026-02-01 12:30:00,BUS01_20260201_1220,BUS01,S3,10,1,21,2.070696403914937,12,0,3.037276860259291
2026-02-01 12:35:00,BUS01_20260201_1220,BUS01,S4,6,3,24,1.4906105229678592,12,0,4.60445998369874
